_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.14815830144436554
ccac3879652b08cb8b44c1920fd93afa,0.03202738602562638
fcccab4d7a76f70647f015f2c84c2af8,0.03598508685578505
ed8399278c30678dab739045fa12b440,0.034691707700506946
1d4d62ac5cabcb48bac7112813f290cb,0.01607835315339642
aba2dec4c5cab88824f36babd24b986f,0.10617206191619273
06f318f1dd178e738f675bb88a5adb84,0.024794088969663057
d5036f5956e42ee6207296238fc4bc1d,0.009515653284252187
fe0cc8933698ad4046ff2b82f65756eb,0.01258151093305721
70190122f4ebf196535e11b33eb95b81,0.009580690867314796
8c2e044ac444afd4d0dea67eba0079c4,0.20177054961789354
0d7db1117ed3606d7bbbb65d584b5c2f,0.3159025048307158
aa3d1e4ba96323b5449a23cb54badc50,0.36225171201546497
d312d9b1ffdab785a806490ca0450f7b,0.1078052463248873
56da3f911d7cc5e8f47f2703b74bdc45,0.023423892517183853
19afb1a10078e901994a1e1e2c058652,0.015526488467164515
9ac0fc025e2f551a7d5214a606a77434,0.011652304190570601
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.015854600141715084
1c02af75529cdaee5f8822a5251f5c63,0.01308571292306163
9d0424c7a80ebde8cc8b5520721592f2,0.3212121385729532
cf005d4bc86312d5f1032e08ef342e05,0.6898598324517732
6abe7bc6263ac81d7f6764c6b0489703,0.045612117946793096
b56ee107fc7abbabfa317f9209cbc5fd,0.046558349577002396
2fd2f7790cd8d0c638d55f41b1f323a2,0.013034922842583535
bd3b2a1af1abd0d48af835aa69848232,0.014692551621354435
d50372645903431bd7ceb57bbf1cea06,0.07169218515789122
8a11f5487e2e8a6e91d0ab1b6003b55e,0.03671147626026854
ab96e787fdf0827bbebcf95b1243d041,0.014915104367326267
233d244d79e364f517c846cb3ab1932a,0.02713012536409352
45971d4e3a47775bb5a7260bb5ea3c36,0.012540400137552315
5ccb10967f79fb08ace2d99ac6e0f3f1,0.11643699174041686
79dada7dfeb73ecb13b585716a422ccf,0.1297661129731977
3566dc034b1552ff7a1026ea1ab6baab,0.7455262672806007
895bf949198fb300efb4361ccd8231e6,0.3140752553814062
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.22038057077688927
5595e4faeb748e040ae99b98bcd60af9,0.009973147134556928
9c366222ca168600b6db86cfdda4cc90,0.03781905635371175
a79760db64a402bcc8e817800fe36ec1,0.014942178431961304
e3ad251da8e9d9405cce8312577cf855,0.016641798851052027
7c4da7b8abe1e7c113a59ed81d30d9fd,0.01723210206310102
c78385401b8d4aafc615e0f5dae1b165,0.009917876541917206
0f7837f2007516c4d60b341d4a4385a2,0.026195062349067655
be7d4bfb2a7dce1d959ca800974beec7,0.6432305465755948
2199d3381c925a326f5e84d81a3821a6,0.013802409014163082
fd6b3135204cd9f921f8d4fef7ed926f,0.5582324676302555
4c1f53490ba4a74f8d5f19da61a72541,0.12225533635369584
39a70c21ccaf86001a9f63236b92fda0,0.025864508454083772
f291ca841a04889d5eeef0a82f6e9af5,0.019260756998983213
109c7cdf766b45626ee333fc419d0e29,0.009006698833921075
f2a7e010cf96014e5fbcea5030aacb2d,0.010407705536961326
8748231d6e955fdb991846ea7266b1f6,0.6558624597880381
74160f70d55985465a6e3142fac2a6f4,0.4384899064746182
f2f1d5a683617b2bdb6cb0b1eae67135,0.028683165113755023
319787f387c4fff24fba48f5145c70f6,0.3972057310488698
71e78ba4882ea90647b0d480165fa93d,0.1286251874171363
7cb55aabcd9cc97853b316b5a78c1157,0.03401406461225079
125cfd843805b5195f9d6bab20f6c60d,0.03932738015006847
7b79565657a886ce1111ff4f0d55356f,0.017948564657984004
8d41c15f9018f790b4f9f4401245010a,0.8617357162460365
8901071b74abf8bc7e6821d9aad6c189,0.047753977347960504
8941ef21c66e1787f2fdb20031c9a875,0.13930713103894615
e687e33d43d2b14b42160cfdcf050c1d,0.030790818874652334
927e2fe3ab21798d06610cea9ac47a3f,0.02608575510357243
8f0e4509d1fc44c2d0f246f8042f0e82,0.0316290081036966
aeca5711e8f5d1f000ecb7571553d277,0.5887652215088617
e8a06b22835be750ff991aacb1d4a705,0.02254019970010921
b7ba90462da8c4ee93d45780a7c07f38,0.5150721101484985
489fa37b171b4983640b9ecebc2f243e,0.015131570570092158
279591f4fc0b26ca4aba27721990c699,0.3100633208259369
e528bcdf2097e7bd22af3ebb82e00129,0.32480117851066365
79db58d81b6bffe403a5adafa9c5a3fa,0.013229091543052766
c8c2d3826f22d3ea1d438fa6bfd0d3fc,0.20295072778398704
41cea25bf286830d1c09cdaf8a5d374d,0.09739394109664415
fdd410318c48324908ee71ff7cbd746c,0.054661571811864026
41214fb3c1c0e64e1893d590b73ecf32,0.011868860982971588
103699d777d0304adfe836ca4b609bc8,0.031791187254183485
45e2dc4ff5beb908e757bf3c2c216611,0.12307438197422607
674a4677f98c868bf34d5349e498010b,0.015922839914774556
e9fcd7cf8ef6adce747cb0457cc0195a,0.08963271290293014
54bf8bbedb6f2ba8cd70f97a69858e48,0.06945323399278111
eaa32c70feaf28dadbc8f34ef9b8bbd2,0.24106804942261642
016cdcd869d87e70cb9920a619cb86dd,0.012639890527209225
b9707c21cf54b6736cd75a08a922f19e,0.053762211143261615
9e80cff8367fcc686a0b60b0a12504a4,0.023764158692220448
f7275e160ccf7a6b4b3bd2c4ab05c6ca,0.0292551774595628
f2de34089ed3c2d2ddc3b2f26c4260ce,0.14633518553162475
421dbc76ad31fe7a7668251793224758,0.05135932562463123
cb84d596d8991e8c8f48051c1c3e6d59,0.07510452013295206
6754d31aa446cefd7d5e7c15f13586b0,0.03398522254985321
6d279bcbb439bd417fb02d750db7de08,0.01321944073245047
c45ec9e2493563e5bba0499260cf0f7c,0.011805464715551352
db447f582f4f69de0f1059134442fce9,0.5469189764723351
4487c23453c6b7c4a0808784d860f1d3,0.029319641248750177
fca24a0e59915001b971721b76177012,0.018340237529591564
2842d28ce8c356cb291bfc38fcd9a48e,0.18325300157331123
5991b1d4e7569883393a43a021d3dcf8,0.011279230708345762
01c9cdd6e0f0829b9c5e628997fc7faf,0.11935909527087477
819b99db8bb1f7dc253ce4449fcd06d0,0.028453731271090275
004955e30603d8c06c1ff917736eb418,0.010953607391528638
b88db2b9014326195a415796beacbaa7,0.014900491050280351
a09327b95e3d5bedd60a4031bd1abdff,0.21779492245246715
5a4855b9a4afb491d3fefaa020a7d146,0.17839064521132283
18357e067dfcb007f3b16b4a55ae4fe2,0.19371748642822947
3d13a8bc3d49f9b418ab88d3a7d3e35d,0.019801440749696017
d55813d0860b75c01d8e66431529cb4c,0.03799647667633162
ce145419bf752bf610eebff30392d0f9,0.02326610954566021
cf40a1de3f93b4a025409b5efa5aa210,0.4671002466993944
84341911f905ca8d650821695f4cc1e0,0.03897985693614556
1b611914257d71f0db2bcb5a738210ac,0.032146480027227635
3d13be41af88ebd28915075a364c6d2f,0.05591865129782561
12eac23e7fa399d7bbe7d7d8a31f2e93,0.03878216472016843
74e425bd6aa3536ba59dedd0feaa7297,0.0120307057129514
13a26a0a68508e3f464400b26647a5ba,0.008643513754176529
